,addresses,postal_codes,districts,house_types,Sold:,List:,Taxes:,DOM:,Lot:,Rms:,Bedrooms:,Washrms:,Client Remks:,Extras:,Brkage Remks:,Kitchens:,Fam Rm:,Basement:,Fireplace/Stv:,Heat:,A/C:,Central Vac:,Apx Age:,Apx Sqft:,Assessment:,POTL:,Laundry lev:,Exterior:,Drive:,Gar/Gar Spcs:,Drive Pk Spcs:,Tot Pk Spcs:,UFFI:,Pool:,Prop Feat:,Zoning:,Cable TV:,Hydro:,Gas:,Phone:,Water:,Water Supply:,Sewer:,Waterfront:,Retirement:,Farm/Agr:,Oth Struct:,,Spec Desig:
103,74 Great Oak Dr,M9A1N5,Toronto W08,2-Storey,"$2,465,100","$2,650,000","$10,882.44",24,60 x 100 Feet,9 + 3,4 + 1,5,"Fantastic Opportunity To Own Sun Filled Custom-Build Residence With Sophisticated, Luxurious Finishes. This Home Welcomes You With Open Concept Design, 4+1 Specious Bedrooms And 5 Opulent Baths. A Discriminating Buyer Will Find A Long List Of Upgrades (Attached) Including Top Of The Line Appliances, Quartz Counter Top, Custom Millwork Through-Out, And Heated Floors. Just Add Stunning Lower Level With Nanny's Room, Sauna, Wine Cellar, Walk Out And Fall In Love","Miele Panelled Fridge/Freezer, Miele 5 Burner Gas Cook Top, Bosh B/I Microwave And Wall Oven, Miele Stainless Steel Dish Washer, Whirpool Duet Steam Front Load Washer And Dryer, Wine Cellar, Sauna.",Shows Beautiful. Lock Box For Easy Showings (Please Allow 2 Hours Notice). Please Attach Schedule B And Form 801 Plus Certified Funds To All Offers ( 48 Hours Irrevocable). Thank You For Showing.,1,Y,Fin W/O,Y,Forced Air / Gas,Central Air,Y,,,,,,Brick / Stone,Private,Built-In / 2.0,4,6,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
104,344 Elmwood Ave,M2N3N3,Toronto C14,2-Storey,"$2,850,000","$2,998,800","$10,584.69",14,50 x 130.25 Feet,10 + 5,5 + 3,6,"Upgraded 5+3 Bedrm 2-Storey Home In One Of The Best Part Of Elmwood Ave!! Steps To Ttc&Subway,Bayview Village Mall,Tennis Court,Ravine,Park&Hwy401.Impressive Grand Foyer With 18Ft Soaring Ceiling Height!Gourmet Kitchen W/S/S Applaince,Granite C/Top,Large Brkfast Area W/O To A Concrete Deck&Lovely Backyard.2Skylight.Hardwood Flr Thru Main&2nd.Bsmnt Include Owner's Part:Sauna,3Pc Bath&Nany Rm!Apartment With Sep Entranc&2Bedroom+4Pcbath+Fireplace+Recrm+Kitchen","Stainless Steel Fridge,Brand New Cooktop&B/I Oven,S/S Dishwasher!Front Load Washer&Dryer!Fridge,Stove,Hood Fan(In Bsmt).Gas Furnace(09),Cac,All Led Com Potlights(15),Chandelier&Elfs,Cedar Closet,Dry Sauna,3Gas Fireplace(15).200Amp Service.",Offers Welcome On Friday September 8th!*24Hrs Irrevocable*! Plz Attach Schedule B&Form 801&Copy Of 10% Bank Draft To Your Offer. >> Showing: 1/2 Hr W/4 Hrs Notice,1 + 1,Y,Fin W/O / Sep Entrance,Y,Forced Air / Gas,Central Air,,,3500-5000,,,,Brick,Pvt Double,Built-In / 2.0,4,6,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
105,48 Douglas Cres,M4W 2E7,Toronto C11,2-Storey,"$4,060,000","$4,480,000","$14,158.49",77,40 x 140.41 Feet,9 + 2,4 + 1,5,"Absolutely Magnificent Home, Built To Perfection In Highly Desirable Neighbourhood.Unique Architectural & Interior Design. Incomparable Finishes & Workmanship.Generous Master Retreat W/Gorgeous Ensuite W/Steam Unit.Fantastic Lwr Rec Rm W/Wet Bar, Ideal For Entertaining & W/O To Backyard. 400 Bottle Wine Cellar W/Cooling System.Chef's Dream Kit W/Butler's Pantry.Walking Distance To Great Schools, Parks & Ravine.",Please See Attached Feature Sheet For Complete List Of Inclusions. Balance Of Tarion Warranty. No Sign At The Property.,"Pls Attach Sch. ""B"" And Form 801 To Offers. 4 Hrs Ntc Prior To All Showings. Allow 24Hrs Irrevocable As Sellers Are Overseas. Sellers Request Cert. Deposit W/Offers. L/A To Be Present For All Showings.",1 + 1,Y,Fin W/O,Y,Forced Air / Gas,Central Air,Y,0-5,3500-5000,,,,Brick / Stone,Private,Built-In / 1.0,2,3,No,None,"Fenced Yard, Park, School",,A,Y,Y,A,Municipal,,Sewers,,N,,,,Unknown
106,4 Shady Oaks Cres,M3C2L5,Toronto C12,2-Storey,"$6,560,000","$7,288,000","$24,161.62",93,100 x 150 Feet,11 + 2,7,6,"*Exquisitely Designed Executive Modern Masterpiece*Commercial Builder & Designer's Family Dream Home/Prestigious Bridle Path!*Incomparable Design, Luxury & Practically*Gorgeous Secluded Courtyard & Pool.This ""U"" Shaped Home Offers Total Privacy On A 100 X 150 Ft Mature Manicured Lot With Lush Landscaping. Huge Window Walls & Soaring Ceilings.Tons Of Natural Light. Superior Finishing Throughout,Well Thought Out Design. 7,685 Sq Ft As/Mpac*7 Bed/6 Bath*","Sub Zero Fridge,60"" Dbl Oven/6 Gas Burner Range,Micro,B/I Dish,3 Bar Fridges,Wine Fridge,Ice Maker,Full Freezer,W/I Pantry,W/D,Extra Freezer/Fridge,Wine Cellar,Generator,4 Furnaces,4 A/C,400 Amp,1"" Water,All Window Covs,Elf's (Excl Liv Rm).","Wine Cellar 29 X 8 Ft Plus Plus Plus. Pls Attach Sched B & Form 801 To All Offers. Cert Chq Or Bank Draft W/ All Offers. All Window Coverings (Solar Shades),All Elf's. Refer To Attachment For Full List Of Extras & Upgrades",1,Y,Finished,Y,Forced Air / Gas,Central Air,Y,,5000+,,,,Brick / Stucco/Plaster,Circular,Attached / 2.0,8,10,,Inground,"Grnbelt/Conserv, Hospital, Park, Place Of Worship, Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
107,58 Huntington Ave,M1K4L1,Toronto E04,Bungalow,"$600,000","$639,900","$1,927.05",3,30 x 137.5 Feet,4 + 3,2 + 2,3,"Complete Renovated Detach Bungalow In Amazing Location. New Hardwood & Tiles Floor, New 2 Kitc, New 3Wrs, Dry Walls, Arctic Insulation, All Interior And Exterior Doors And Windows. New Light Fixtures, New Furnace & Ac, Elc 200 Amp. Brand New Porch With Metal Railing. List Goes On. Sep Entr To Bsmt. Private Deck From Kitc. Beside Park And Walk In Dist To Kennedy Ttc. It's A Beauty. Just Move In. Don't Miss It.","2 Fridges, 2 Stove, Washer, Dryer, Ac And Garden Shed. Hwt Rental. Buyer/Buyer Agent To Verify Room Measurement, Taxes And All Info. Bring Buyer With Confident. Survey Attached To Listing.","Lb Showing 7 Days With 2 Hr Notice. Offer Anytime By Email At: Tanbirc@Gmail.Com. Please Attach Form 801, Sch B & Disclosure W/Offer. Bsmt Some Area Is Little Low Height. No Sale Sign On Property. Seller Do Not Warrant Retrofit Status Of Bsmt Apt. Thanks For Showing.",1 + 1,N,Finished / Sep Entrance,N,Forced Air / Gas,Central Air,,,,,,,Stone / Stucco/Plaster,Mutual,None / 0.0,3,3,,None,"Park, Place Of Worship, Public Transit, School",,,,,,Municipal,,Sewers,,,,Garden Shed,,Unknown
108,26 Amaron Ave,M9V1Z1,Toronto W10,Backsplit 3,"$680,000","$675,000","$2,479.20",2,45 x 122.5 Feet,6,3,2,"**** Excellent Location Close To Schools, Shopping, Transportation , And Future Light Rail Train.*** Bright Upgraded Clean Home On Quiet Mature Street And Backing On A Creek *** Newly Finished Lower Part With Washroom Kitchen, Living Room And Walkout To Large Private Yard***** Insulated Crawl Space For Storage***","All Existing Fridge, Stove, Washer Dryer, S/S Dishwasher Light Fixtures, Fans, Door And Window Coverings, Security Camera, Humidifier, Dinning Table With 6 Chair, Tv Stand, Pot Lights, Door From Kitchen To Side Yard, Bedroom Furniture.","""Let's Make A Deal"" Please Attached Sch ""B"" & Form 801 With The Offer . Buyer Or Buyer""S Agent To Verify All Dimensions & Taxes. Seller And Listing Agent Do Not Warrant Retrofit Status Of Lower Part Of The Property.",1,N,Crawl Space / Fin W/O,N,Forced Air / Gas,Central Air,,,,,,,Brick / Other,Private,None / 0.0,4,4,,None,"Library, Park, Place Of Worship, Public Transit, Rec Centre, School",,,,,,Municipal,,Sewers,,,,,,Unknown
109,7 Watson St,M1C1E2,Toronto E10,Bungalow,"$647,000","$699,900","$2,339.11",9,50 x 114.58 Feet,7 + 2,3 + 1,2,Location! Location! Location! Charming Bungalow Nestled In The Heart Of Highland Creek!! This Property Features 3 + 1 Bedrooms. A Dining Room Complete With It's Own Fireplace! Convenient Walkout To Large Deck And A Large Lot With Mature Trees.,"Please Include Fridge, Stove, B/I Dishwasher, Washer & Dryer, All Elfs And Window Coverings. Please Exclude Microwave. Seller Does Not Warrant Retrofit Of Master Bdrm.","Please Attach Schedule B And Register Offers By Sending Signed Form 801/Offer To Whitbyfrontdesk@Sutton.Com. Certified Deposit Cheque Or Bank Draft Deposit, Easy Showings With Lockbox, Motivated Seller!! Offers Gladly Accepted Anytime!!",1,Y,Finished,Y,Forced Air / Gas,Central Air,,51-99,,,,,Brick,Private,Other / 0.0,4,4,No,None,,,,,,,Municipal,,Sewers,,N,,,,Unknown
110,50 Bonnechere Cres,M1K4Z3,Toronto E09,Bungalow,"$725,000","$745,000","$2,816.96",83,40 x 110.8 Feet,6 + 5,3 + 1,2,"Beautiful Newly Renovated Open Concept 3 Bedroom Home W/ Separate Entrance To In-Law Suite.  Hardwood Floor And Pot Lights All Of Main Floor.  Crown Moulding In Living, Dining, Kitchen And Hallway.  All Stainless Steel Kitchen Appliances, Granite Counter Top Both Kitchens With Mosaic Backsplash.  Very Close To All Amenities. School Bus Stop In Front Of House.","2 Stainless Steel Refrigerators, 2 Stainless Steel Electric Stoves, Over The Range Microwave, Front Loading Washer And Dryer, All Window Coverings, All Electrical Lighting Fixtures, Own Hot Water Tank And All Window Coverings.","Lbx Buyer To Verify Measurements And Taxes Seller Does Not Warrant Retrofit Status Of Bsmnt Apt. One Of The Sellers Is A Realtor. Please Attach Disclosure, Schedule B And Form 801 To Offer.   Offers Anytime.",1 + 1,N,Fin W/O,N,Forced Air / Gas,Central Air,,,,,,,Alum Siding / Brick,Private,Carport / 1.0,2,3,,None,,,A,Y,Y,A,Municipal,,Sewers,,,,,,Unknown
111,44 Bridley Dr,M1V1A9,Toronto E07,Backsplit 4,"$825,000","$850,000","$3,260.99",44,37.6 x 107.81 Feet,9 + 3,4 + 2,3,"Beautifully Updated Home Boasting 4 + 2 Bedrooms & 3 Washrooms. Open Concept Living & Dining Room With Large Bay Window Inviting Lots Of Natural Light. Rich Hardwood Floors Throughout! Updated Kitchen With Granite Countertops, Updated Cabinetry, & Eat-In Kitchen. Basement Is A Great Space To Relax With Pot Lights, Laminate Floors, 3-Pc Washroom & 2 Bedrooms. Huge Backyard! Close To Transit, Great Schools, Parks And Shopping Centres.","Fridge, Stove, Dishwasher, Microwave, Clothes Washer And Dryer. Excludes Drapery In The Living, Dining And Master Bedrooms.",Please Include Attached Schedule B And Send Signed Form 801 To L.A To Register Any Offers.,1,N,Finished,N,Forced Air / Gas,Central Air,Y,31-50,,,,,Alum Siding / Brick,Private,Attached / 1.0,2,3,,None,"Fenced Yard, Library, Park, Place Of Worship, Rec Centre, School",301-Single Family Residential,,,,,Municipal,,Sewers,,,,Garden Shed,,Unknown
112,9 Fulwell Cres,M3J1Y4,Toronto W05,Backsplit 4,"$899,900","$899,900","$3,225.54",30,54 x 140 Feet,10 + 1,3 + 2,4,"Detached 4 Level Back-Split With Separate Side Entrance To Finished Basement Apartment. Spacious Home With Large Lot On A Quiet Cres. Short Walking Distance To Ttc Bus Stop And Soon To Be Completed Finch-Keele Subway Station. Located By Beautiful Ravine Parks, A Nature Lover's Paradise.. Perfect House For A Family Or Investor. Newly Installed Ac & Furnace System June 2017 Owned No Contracts! New Kitchen Counters, Sink And Faucet!Led Lighting Through Out..","2 Fridges, 2 Stoves, Washer And Dryer, All Elf's, All Window Coverings, Garage Door Opener, Gas Fireplace. Garage Has Second Level Loft Professionally Dry Walled For Work Shop Or Storage With A Gas Heater And Proper Lighting.",Easy Showing. Please Leave Card And Turn Off Lights. Thank You For Showing!,1 + 1,Y,Apartment / Sep Entrance,Y,Forced Air / Gas,Central Air,,31-50,2000-2500,,,,Brick,Private,Attached / 2.0,4,6,,None,"Park, Public Transit, Ravine, River/Stream, Wooded/Treed",,,,,,Municipal,,Sewers,,,,,,Unknown
113,20 Dunning Cres,M8W4S8,Toronto W06,Bungalow,"$1,000,000","$949,000","$4,114.00",4,46 x 122.37 Feet,6 + 2,3,1,"** Ravine Lot ** Highly Desirable Prime Alderwood Location ** Backs Onto Ravine And Etobicoke Creek ** Renovate Or Build ** Needs Work ** Area Surrounded By Custom Builds ** Great Family Neighborhood, Steps To Trails And Parks, Walk To Schools, Library, Shops, T.T.C., Go Train, Sherway Gardens, Hwy 427, Q.E.W. **",,Ravine Lot Backing Onto Etobicoke Creek. Needs Work. Property Being Sold 'As Is'. Great To Renovate Or For Building Lot ** Pls Register Offers By Mon September 11/17 At 6:00 P.M. ** Bank Draft/Deposit ** Seller Reserve Right To Review Pre-Emptive Offfer * Ez To Show On Lbox,1,N,Part Fin,N,Forced Air / Gas,Central Air,N,51-99,,,,,Brick,Private,None / 0.0,6,6,,None,"Grnbelt/Conserv, Library, Public Transit, Ravine, School, Wooded/Treed",Residential,,,,,Municipal,,Sewers,,,,,,Unknown
114,310 West Point Ave,M1C2R8,Toronto E10,Bungalow,"$988,800","$988,800","$3,405.46",3,90 x 100 Feet,7 + 4,3 + 1,2,"Elegant 3+1 Bedroom Bungalow On Prestigious Street In The Waterfront Community Of West Rouge. Reno'd Kitchen With S/S Appliances, Quartz Countertop & Island/Breakfast Bar. Reno'd Bathrooms. Gorgeous Solarium-Style Family Room With 3 Walk-Outs To Large Deck & Peaceful Backyard.Fin'd Lower Level With Separate Entrance, Rec Room, 4th Bedroom, Office & 3 Piece Bath. Walk To Go Train, Ttc, Parks, Community Centre, Schools & Waterfront Trail. Close To 401 & Stores.","S/S Fridge, Stove, Built-In Microwave, Built-In Dishwasher, Washer, Dryer, All Electric Light Fixtures & Window Coverings, Built-In Shelving, Satellite Dish, Garden Shed & Driveway Shed.  Schools & Waterfront Trail. Close To Stores & 401.","Offers Welcome Anytime, With Thanks. Pre-List Home Inspection Report Available. Floor Plans, Survey, Sch B And Virtual Tour Attached. Certified Cheque/Bank Draft Requested With Offer. Thanks For Showing.",1,Y,Finished / Sep Entrance,Y,Forced Air / Gas,Central Air,,,,,,,Brick,Private,None / 0.0,4,4,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
115,20 Hamptonbrook Dr,M9P1A1,Toronto W09,Bungalow,"$980,000","$1,009,900","$3,749.46",2,45 x 141 Feet,6 + 1,3,2,"Welcome Home To 20 Hamptonbrook Drive. Immaculate 3 Bedroom, 2 Bath Bungalow Boasts Over 2100 Square Ft Of Living Space, Hardwood Throughout Main Level, Updated Kitchen, Good Sized Principal Rooms, 2 Updated Baths, Garage, Glorious 45 X 141 Foot Lot, Gas Fireplace, Lovely Open Concept Finished Lower Level With Separate Entrance, Family Room, Ensuite Bathroom","Father Serra & Richview Collegiate School District! Move In And Enjoy This Beautiful, Well Maintained Home. Home Inspection Avail Via Email, 1961 Survey Also Available, Offers Anytime.",Thanks For Showing!,1,N,Finished / Sep Entrance,Y,Forced Air / Gas,Central Air,,,,,,,Brick,Private,Built-In / 1.0,4,5,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
116,683 Crawford St,M6G3K1,Toronto C01,2-Storey,"$1,137,000","$1,249,000","$4,815.14",48,18 x 116 Feet,6 + 2,3,3,"Fully Detached Home In Little Italy, Plus Separate Entrance Plus A Large Detached Garage! Imagine The Possibilities! Open Concept Living With High Ceilings & Plenty Of Sunlight Floods This 3-Bed, 3-Bath Family Home. Spacious Kitchen With Centre Island, S/S Appliances, W/O To Private Backyard & Bbq Area. Lovely Garden Leads To A Detached 2-Car Garage. Finished Bsmt W/Sep Entrance, 3Pc Bath & Kitchen Rough-In Offers Potential Rental Income.","Location!Location!Location! Steps To Bloor Subway! 2nd Kit Pot. Move-In Ready! Roof(07),Whole Home Reno(10),Wind(10),Gb&E&Ac(10),Siding(05),Porch(10),Back Refacing(10). Incl Fridge,Stove,Dw,W/D,Gdo/Rem,Elf,Hwt(Owned).","Excl W/C. Attach Schedule B. Easy To Show With Lockbox. Bring An Offer. (Seller Lives Out Of Town, Allow For Time). Measurements & Taxes To Be Verified",1,N,Fin W/O / Sep Entrance,N,Forced Air / Gas,Central Air,,,,,,,Brick Front / Vinyl Siding,Lane,Detached / 2.0,0,2,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
117,77 Pinewood Ave,M6C2V2,Toronto C03,2 1/2 Storey,"$1,725,000","$1,498,000","$6,125.20",2,30 x 145.39 Feet,11 + 1,5,3,"Historic 3 Stry Grand Family Home On Generous Mature Treed Lot, Steps To Humewood Park. Gracious As Is W/Tons Of Potential To Be A Showstopper! Bonus High Reno-Ed Basement W/ Large Family Rm & 3Piece Bath. 2nd Flr Plumbed Rm Was Once Kit For Upper Unit. Original Charm W/ Classic Woodtrim, Beamed Ceilings, Distinctive Fireplace, Original Light Fixtures. Knob & Tube Likely Where Not Renovated. Steps To St Clair, Bathurst Subway And Easy Access To 401.","Fridge, Stove, Exhaust Fan, Dishwasher, W&D, All Elf, All Window Coverings",Easy To Show. Please Attach Schedule B. Cert Cheq/Bank Draft Preferred. Owner Is Out Of Country Until Mon Sept 11 But Reachable. 48 Hr Irrevocable Requested. Hot Water Tank Is A Rental.,1,Y,Finished,Y,Water / Gas,None,,,,,,,Brick,Front Yard,None / 0.0,1,1,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
118,26 Joseph Duggan Rd,M4L3Y2,Toronto E02,3-Storey,"$1,810,000","$1,850,000","$4,650.25",0,23.98 x 117 Feet,8,3 + 1,4,"Welcome To This Beautiful Detached Family Home In The Beach! With 4 Bedrooms (3+1) And Over 3000 Sqft Of Total Living Space,  Master Bedroom His & Her Closets, Ensuite Bath. Live Step To The Beach In The Beatiful Detached Brick Home. Enjoy Walks To The Theatre, The Shops&Restaurants Of Queen St & A Short Commute Downtown","Existing Fridge, Stove, Microwave, Dishwasher,  Washer, Dryer, All Window Coverings Excluded: Chandelier (Dining Room)","Please Allow 24 H Notice, Please Attach Sched. B & Form 801, Buyer & Buyer's Agent To Verify All Taxes & Measurements. Thank You For Showings",1,Y,Finished,Y,Forced Air / Gas,Central Air,,16-30,2500-3000,,,,Brick,Lane,Detached / 2.0,2,2,,None,"Beach, Lake/Pond, Marina, Park, Public Transit, School",,,,,,Municipal,,Sewers,,N,,,,Unknown
119,218 Owen Blvd,M2P1G7,Toronto C12,2-Storey,"$3,044,000","$2,995,000","$14,899.78",12,75.27 x 166.48 Feet,11 + 1,4,5,"Dramatic In Design & Exceptional In Finishes. Nestled Within Quiet & Sought After Cul-De-Sac O/Looking Partial & Lush Ravine Greenery. Sweeping Open Riser Staircase. Mn Flr Lib. Chefs Kit. W/Gran.Cent.Island & Brkfst Area. Muti.Wd Burning Fps. Mbdr W/3 Wicc, 6Pc Ens. W/Htd Flrs & Priv.Deck O/Looking Gdns. Expans.Bdrs W/Possibility For 5th Bdr. Wonderful Space & Layout.Walk To Renowned Schools & Parks.Reno'd L/L Washrm.","Sound Proof Win.Insinkerator '17.Led Pots On Mn & Upper. Projector. Outdr Playgrnd 'As Is' Cond.Htub.Alarm & Sec Cams. Cvac. Htd Dr. Temprd.Glass Fence.Carrier Gb+E.Cac.Sprinks.Exl: Dr & Foyer Chand. Din & Liv. Silk Curtains, Tv.","Allow 3 Hrs Notice For Showings. L.A To Attend. Attach Sch ""B"" And Form 801 To All Offers. Deposit Cheque To Be Certified. Plans For Office, Laundry And Powder Room Reno. Available..",1,Y,Finished,Y,Forced Air / Gas,Central Air,Y,,,,,,Brick / Stone,Private,Built-In / 2.0,4,6,,None,"Golf, Park, Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
120,36 Rothwell Rd,M1R4K9,Toronto E04,Bungalow-Raised,"$750,000","$688,000","$3,492.00",5,42 x 120 Feet,5 + 2,3,2,"Nestled Just 3 Mins From Hwy 401 And The Dvp, This 1,707 Fin. Sq. Ft. Home Is Ideal For Commuters. Set In A Family-Friendly Area In Proximity To Shopping, Schools And Parks, Update To Transform This Into Your Family Dream. Highlights Of This Cozy Bungalow Include Lovely Landscaping, A 14'X 28' In-Ground Pool, Wine Cellar, And Separate Entrance To The Lower Level Offering Total Convenience. For More Info, Photos And Video, Pls Visit Our Website.",,Rental: Hot Water Heater. All Offers To Be Presented September 10th.,1,N,Part Fin / Sep Entrance,N,Forced Air / Electric,Central Air,,51-99,700-1100,,,,Brick / Stone,Private,Carport / 3.0,2,5,,Inground,"Fenced Yard, Level, School",Res,A,A,A,A,Municipal,,Sewers,,N,,Garden Shed,,Unknown
121,58 Blaisdale Rd,M1P1V8,Toronto E04,Sidesplit 3,"$715,500","$719,000","$2,840.30",3,52.5 x 125 Feet,6 + 2,3,2,"This Fabulous Family Home Features A Bright Open Sun Filled Modern Living Space With Hardwood Fls Thru Out, Family Size Kitchen, Walkout To Back Yard, 3 Generous Sized Bdrms, On A Premium 52Ft Landscaped Lot & Back Yard Oasis, Plus An Over-Sized 2 Car Garage/Work Shop, Private Drive Lots Of Parking. In A Great Family Neighborhood, Conveniently Located Only Mins Walk To Ttc, Place Of Worship,Schools,Parks,Shopping,Easy Commute To Downtown & Major Highways.","All Electric Light Fixtures (Exclude Fixture In Master Bdrm), Fridge, Stove, B/I Dishwasher, Washer & Dryer, All Window Blinds (Exclude Drapes And Rods), All Broadloom Where Laid.",Please Give 1 Hour Notice For Showing. See Schedule B And Attach To Offer. Offers Any Time With 48 Hours Irrevocable. Thank You For Showing.,1,N,Part Fin,Y,Forced Air / Gas,Central Air,,,,,,,Alum Siding / Brick,Private,Detached / 2.0,2,4,,None,"Park, Place Of Worship, Public Transit",,,,,,Municipal,,Sewers,,,,Garden Shed,,Unknown
